,Temperature (K),Volume (angstrom^3),W Number,W Loading
360,383.0,1.2009599006321322e+16,2.5,0.0
361,383.0,1.2009599006321322e+16,2.5,0.0
362,383.0,1.2009599006321322e+16,2.5,0.0
363,383.0,1.2009599006321322e+16,2.5,0.0
364,383.0,1.2009599006321322e+16,2.5,0.0
365,383.0,1.2009599006321322e+16,2.5,0.0
366,383.0,1.2009599006321322e+16,2.5,0.0
367,383.0,1.2009599006321322e+16,2.5,0.0
368,383.0,1.2009599006321322e+16,2.5,0.0
369,383.0,1.2009599006321322e+16,2.5,0.0
370,383.0,1.2009599006321322e+16,2.5,0.0
371,383.0,1.2009599006321322e+16,2.5,0.0
372,383.0,1.2009599006321322e+16,2.5,0.0
373,383.0,1.2009599006321322e+16,2.5,0.0
374,383.0,1.2009599006321322e+16,2.5,0.0
375,383.0,1.2009599006321322e+16,2.5,0.0
376,383.0,1.2009599006321322e+16,2.5,0.0
377,383.0,1.2009599006321322e+16,2.5,0.0
378,383.0,1.2009599006321322e+16,2.5,0.0
379,383.0,1.2009599006321322e+16,2.5,0.0
380,383.0,1.2009599006321322e+16,2.5,0.0
381,383.0,1.2009599006321322e+16,2.5,0.0
382,383.0,1.2009599006321322e+16,2.5,0.0
383,383.0,1.2009599006321322e+16,2.5,0.0
384,383.0,1398101.3333333333,2.5,0.03506
385,383.0,1398101.3333333333,2.5,0.0351375
386,383.0,1398101.3333333333,2.5,0.0350975
387,383.0,1398101.3333333333,2.5,0.034765833333333336
388,383.0,1398101.3333333333,2.5,0.03509416666666667
389,383.0,1398101.3333333333,2.5,0.035146666666666666
390,383.0,1398101.3333333333,2.5,0.03529416666666667
391,383.0,1398101.3333333333,2.5,0.03567666666666667
392,383.0,1398101.3333333333,2.5,0.03496833333333333
393,383.0,1398101.3333333333,2.5,0.03563666666666667
394,383.0,1398101.3333333333,2.5,0.035979166666666666
395,383.0,1398101.3333333333,2.5,0.03509916666666667
396,383.0,1398101.3333333333,2.5,0.03548416666666667
397,383.0,1398101.3333333333,2.5,0.03533583333333334
398,383.0,1398101.3333333333,2.5,0.035276666666666665
399,383.0,1398101.3333333333,2.5,0.03507916666666667
400,383.0,1398101.3333333333,2.5,0.034929999999999996
401,383.0,1398101.3333333333,2.5,0.0361075
402,383.0,1398101.3333333333,2.5,0.0352125
403,383.0,1398101.3333333333,2.5,0.0353675
404,383.0,1398101.3333333333,2.5,0.0348575
405,383.0,1398101.3333333333,2.5,0.03553833333333333
406,383.0,1398101.3333333333,2.5,0.03565666666666666
407,383.0,1398101.3333333333,2.5,0.03623666666666667
408,383.0,1398101.3333333333,2.5,0.0355025
409,383.0,1398101.3333333333,2.5,0.035160833333333336
410,383.0,1398101.3333333333,2.5,0.03575916666666667
411,383.0,1398101.3333333333,2.5,0.035435
412,383.0,1398101.3333333333,2.5,0.0358075
413,383.0,1398101.3333333333,2.5,0.035333333333333335
414,383.0,1398101.3333333333,2.5,0.035565
415,383.0,1398101.3333333333,2.5,0.035110833333333334
416,383.0,174762.66666666666,2.5,0.2873058333333333
417,383.0,174762.66666666666,2.5,0.2961108333333333
418,383.0,174762.66666666666,2.5,0.28958333333333336
419,383.0,174762.66666666666,2.5,0.28750916666666665
420,383.0,174762.66666666666,2.5,0.2854508333333333
421,383.0,174762.66666666666,2.5,0.28947833333333334
422,383.0,174762.66666666666,2.5,0.28980083333333334
423,383.0,174762.66666666666,2.5,0.2881916666666667
424,383.0,174762.66666666666,2.5,0.293485
425,383.0,174762.66666666666,2.5,0.2852975
426,383.0,174762.66666666666,2.5,0.2748025
427,383.0,174762.66666666666,2.5,0.2888825
428,383.0,174762.66666666666,2.5,0.2926741666666667
429,383.0,174762.66666666666,2.5,0.2898833333333333
430,383.0,174762.66666666666,2.5,0.29757666666666666
431,383.0,174762.66666666666,2.5,0.29383333333333334
432,383.0,174762.66666666666,2.5,0.29301083333333333
433,383.0,174762.66666666666,2.5,0.2920975
434,383.0,174762.66666666666,2.5,0.28219083333333334
435,383.0,174762.66666666666,2.5,0.2904625
436,383.0,174762.66666666666,2.5,0.28791833333333333
437,383.0,174762.66666666666,2.5,0.29645333333333335
438,383.0,174762.66666666666,2.5,0.29142083333333335
439,383.0,174762.66666666666,2.5,0.2950425
440,383.0,174762.66666666666,2.5,0.3018
441,383.0,174762.66666666666,2.5,0.2878575
442,383.0,174762.66666666666,2.5,0.290885
443,383.0,174762.66666666666,2.5,0.2811883333333333
444,383.0,174762.66666666666,2.5,0.28888833333333336
445,383.0,174762.66666666666,2.5,0.28895916666666666
446,383.0,174762.66666666666,2.5,0.28684166666666666
447,383.0,174762.66666666666,2.5,0.28020249999999997
448,383.0,715827882.6666666,2.5,7.666666666666667e-05
449,383.0,715827882.6666666,2.5,7.000000000000001e-05
450,383.0,715827882.6666666,2.5,6.333333333333333e-05
451,383.0,715827882.6666666,2.5,6.833333333333333e-05
452,383.0,715827882.6666666,2.5,6.75e-05
453,383.0,715827882.6666666,2.5,6.75e-05
454,383.0,715827882.6666666,2.5,7.333333333333333e-05
455,383.0,715827882.6666666,2.5,6.833333333333333e-05
456,383.0,715827882.6666666,2.5,6.5e-05
457,383.0,715827882.6666666,2.5,6.083333333333333e-05
458,383.0,715827882.6666666,2.5,7.5e-05
459,383.0,715827882.6666666,2.5,6.75e-05
460,383.0,715827882.6666666,2.5,6.25e-05
461,383.0,715827882.6666666,2.5,6.916666666666666e-05
462,383.0,715827882.6666666,2.5,6.166666666666667e-05
463,383.0,715827882.6666666,2.5,7.5e-05
464,383.0,715827882.6666666,2.5,7.5e-05
465,383.0,715827882.6666666,2.5,7.000000000000001e-05
466,383.0,715827882.6666666,2.5,8.25e-05
467,383.0,715827882.6666666,2.5,7.833333333333333e-05
468,383.0,715827882.6666666,2.5,6.666666666666667e-05
469,383.0,715827882.6666666,2.5,7.666666666666667e-05
470,383.0,715827882.6666666,2.5,7.000000000000001e-05
471,383.0,715827882.6666666,2.5,7.000000000000001e-05
472,383.0,715827882.6666666,2.5,6.166666666666667e-05
473,383.0,715827882.6666666,2.5,7.416666666666666e-05
474,383.0,715827882.6666666,2.5,5.25e-05
475,383.0,715827882.6666666,2.5,8.083333333333334e-05
476,383.0,715827882.6666666,2.5,6.166666666666667e-05
477,383.0,715827882.6666666,2.5,6.416666666666666e-05
478,383.0,715827882.6666666,2.5,6.583333333333334e-05
479,383.0,715827882.6666666,2.5,7.083333333333332e-05
480,383.0,11184810.666666666,2.5,0.004455
481,383.0,11184810.666666666,2.5,0.0044375
482,383.0,11184810.666666666,2.5,0.0044475
483,383.0,11184810.666666666,2.5,0.004375833333333333
484,383.0,11184810.666666666,2.5,0.004355
485,383.0,11184810.666666666,2.5,0.004445
486,383.0,11184810.666666666,2.5,0.004425
487,383.0,11184810.666666666,2.5,0.004415833333333333
488,383.0,11184810.666666666,2.5,0.00437
489,383.0,11184810.666666666,2.5,0.0043575
490,383.0,11184810.666666666,2.5,0.004425833333333333
491,383.0,11184810.666666666,2.5,0.004345
492,383.0,11184810.666666666,2.5,0.0044041666666666665
493,383.0,11184810.666666666,2.5,0.004496666666666667
494,383.0,11184810.666666666,2.5,0.0043675
495,383.0,11184810.666666666,2.5,0.0044824999999999995
496,383.0,11184810.666666666,2.5,0.0044225
497,383.0,11184810.666666666,2.5,0.0043925
498,383.0,11184810.666666666,2.5,0.004355
499,383.0,11184810.666666666,2.5,0.004395833333333333
500,383.0,11184810.666666666,2.5,0.0044466666666666665
501,383.0,11184810.666666666,2.5,0.0043925
502,383.0,11184810.666666666,2.5,0.004530833333333334
503,383.0,11184810.666666666,2.5,0.004510833333333333
504,383.0,11184810.666666666,2.5,0.004374166666666667
505,383.0,11184810.666666666,2.5,0.004420833333333333
506,383.0,11184810.666666666,2.5,0.0045516666666666665
507,383.0,11184810.666666666,2.5,0.004476666666666666
508,383.0,11184810.666666666,2.5,0.004379166666666667
509,383.0,11184810.666666666,2.5,0.004465833333333333
510,383.0,11184810.666666666,2.5,0.004333333333333333
511,383.0,11184810.666666666,2.5,0.004385833333333334
512,413.0,89478485.33333333,2.5,0.00035083333333333337
513,413.0,89478485.33333333,2.5,0.0003983333333333334
514,413.0,89478485.33333333,2.5,0.0003875
515,413.0,89478485.33333333,2.5,0.0003983333333333334
516,413.0,89478485.33333333,2.5,0.00036333333333333335
517,413.0,89478485.33333333,2.5,0.00038333333333333334
518,413.0,89478485.33333333,2.5,0.00037666666666666664
519,413.0,89478485.33333333,2.5,0.00041083333333333336
520,413.0,89478485.33333333,2.5,0.00037833333333333333
521,413.0,89478485.33333333,2.5,0.0004325
522,413.0,89478485.33333333,2.5,0.0003841666666666667
523,413.0,89478485.33333333,2.5,0.0003608333333333333
524,413.0,89478485.33333333,2.5,0.0004408333333333334
525,413.0,89478485.33333333,2.5,0.00039999999999999996
526,413.0,89478485.33333333,2.5,0.00041833333333333333
527,413.0,89478485.33333333,2.5,0.0003775
528,413.0,89478485.33333333,2.5,0.00039
529,413.0,89478485.33333333,2.5,0.00038083333333333334
530,413.0,89478485.33333333,2.5,0.00041250000000000005
531,413.0,89478485.33333333,2.5,0.00042249999999999997
532,413.0,89478485.33333333,2.5,0.0003758333333333333
533,413.0,89478485.33333333,2.5,0.00036
534,413.0,89478485.33333333,2.5,0.00041416666666666663
535,413.0,89478485.33333333,2.5,0.0003925
536,413.0,89478485.33333333,2.5,0.0003708333333333333
537,413.0,89478485.33333333,2.5,0.00038833333333333336
538,413.0,89478485.33333333,2.5,0.00036416666666666666
539,413.0,89478485.33333333,2.5,0.00037999999999999997
540,413.0,89478485.33333333,2.5,0.00042083333333333333
541,413.0,89478485.33333333,2.5,0.0003841666666666667
542,413.0,89478485.33333333,2.5,0.00040416666666666666
543,413.0,89478485.33333333,2.5,0.00039416666666666663
544,413.0,5726623061.333333,2.5,7.5e-06
545,413.0,5726623061.333333,2.5,5.833333333333333e-06
546,413.0,5726623061.333333,2.5,5.833333333333333e-06
547,413.0,5726623061.333333,2.5,1e-05
548,413.0,5726623061.333333,2.5,4.166666666666667e-06
549,413.0,5726623061.333333,2.5,4.166666666666667e-06
550,413.0,5726623061.333333,2.5,9.166666666666666e-06
551,413.0,5726623061.333333,2.5,2.5e-06
552,413.0,5726623061.333333,2.5,8.333333333333334e-06
553,413.0,5726623061.333333,2.5,6.6666666666666675e-06
