,Temperature (K),Volume (angstrom^3),W Number,W Loading Mean,W Loading STD
138,483.0,667199944795629.0,2.8518518518518516,0.0,0.0
139,483.0,5337599558365032.0,2.8518518518518516,0.0,0.0
140,483.0,20361326440.296295,2.8518518518518516,3.240740740740741e-07,3.3062168650661343e-07
141,483.0,318145725.6296296,2.8518518518518516,1.6354166666666667e-05,2.353581630937033e-06
142,483.0,83399993099453.62,2.8518518518518516,0.0,0.0
143,483.0,1303124892178.963,2.8518518518518516,1.1574074074074076e-08,6.444171716238451e-08
144,423.0,77672.29629629629,2.8518518518518516,0.09746712962962963,0.0013989949698204741
145,423.0,4971026.962962963,2.8518518518518516,0.0014874305555555556,2.2315379103822694e-05
146,423.0,621378.3703703703,2.8518518518518516,0.011869421296296295,0.00011810721228234536
147,423.0,39768215.7037037,2.8518518518518516,0.0001886689814814815,9.479717797029451e-06
148,423.0,667199944795629.0,2.8518518518518516,0.0,0.0
149,423.0,5337599558365032.0,2.8518518518518516,0.0,0.0
150,423.0,83399993099453.62,2.8518518518518516,0.0,0.0
151,423.0,4096.0,2.8518518518518516,2.0704570949074075,0.02037271709485677
152,423.0,162890611522.37036,2.8518518518518516,4.62962962962963e-08,1.2248848662336068e-07
153,423.0,2545165805.037037,2.8518518518518516,2.5347222222222225e-06,1.0642485410528213e-06
154,423.0,9709.037037037036,2.8518518518518516,1.2333661574074073,0.04479500906705807
155,423.0,1303124892178.963,2.8518518518518516,0.0,0.0
156,423.0,512.0,2.8518518518518516,2.7467721180555555,0.006064168065765995
157,423.0,20361326440.296295,2.8518518518518516,3.819444444444445e-07,3.6435361663650915e-07
158,423.0,318145725.6296296,2.8518518518518516,2.3217592592592596e-05,2.1802311624712418e-06
159,423.0,10424999137431.703,2.8518518518518516,0.0,0.0
160,433.0,512.0,2.8518518518518516,2.720253425925926,0.006918895559730636
161,433.0,5337599558365032.0,2.8518518518518516,0.0,0.0
162,433.0,667199944795629.0,2.8518518518518516,0.0,0.0
163,433.0,2545165805.037037,2.8518518518518516,2.8472222222222224e-06,1.0119209719627035e-06
164,433.0,39768215.7037037,2.8518518518518516,0.00017738425925925924,7.284240780734441e-06
165,433.0,162890611522.37036,2.8518518518518516,3.4722222222222227e-08,1.0795577607741686e-07
166,433.0,83399993099453.62,2.8518518518518516,0.0,0.0
167,433.0,318145725.6296296,2.8518518518518516,2.1747685185185188e-05,2.6209336768558962e-06
168,433.0,1303124892178.963,2.8518518518518516,2.314814814814815e-08,8.965239227331984e-08
169,433.0,4971026.962962963,2.8518518518518516,0.0013985416666666666,1.762665744378678e-05
170,433.0,77672.29629629629,2.8518518518518516,0.09066760416666667,0.0010634428398998965
171,433.0,621378.3703703703,2.8518518518518516,0.011193958333333334,8.064891554148647e-05
172,433.0,9709.037037037036,2.8518518518518516,1.0066300694444446,0.03934137443280269
173,433.0,10424999137431.703,2.8518518518518516,1.1574074074074076e-08,6.444171716238452e-08
174,433.0,20361326440.296295,2.8518518518518516,3.819444444444445e-07,2.9981096868029213e-07
175,433.0,4096.0,2.8518518518518516,1.908113784722222,0.02493082387089254
176,493.0,2545165805.037037,2.8518518518518516,2.0833333333333334e-06,8.320463312783069e-07
