,Temperature (K),Volume (angstrom^3),C4 Number,C4 Loading Mean,C4 Loading STD
61,413.0,1152.0,8.75,8.749587760416667,0.0002562075199803106
62,413.0,23456248059221.332,8.75,2.057373109375e-05,7.653690417045572e-06
63,413.0,45812984490.666664,8.75,0.010248542708333334,0.0005209300743478207
64,433.0,11184810.666666666,8.75,7.136772239583333,0.07057286450319028
65,433.0,174762.66666666666,8.75,8.629201302083334,0.021281484040703482
66,433.0,1398101.3333333333,8.75,8.205322395833335,0.03447298212707961
67,433.0,89478485.33333333,8.75,3.598641692708333,0.12345696709740932
68,433.0,366503875925.3333,8.75,0.0005426723697916667,4.7684051149414077e-05
69,433.0,1152.0,8.75,8.748880729166666,0.0005734029659596119
70,433.0,5726623061.333333,8.75,0.03549838802083333,0.0012746604428922263
71,433.0,2932031007402.6665,8.75,6.454197604166667e-05,1.323554900000688e-05
72,433.0,21845.333333333332,8.75,8.72960390625,0.004681772883002425
73,433.0,9216.0,8.75,8.740566927083332,0.002529078702114496
74,433.0,187649984473770.66,8.75,1.688253359375e-06,2.0710256323847884e-06
75,433.0,45812984490.666664,8.75,0.004323551067708334,0.00024799677731224344
76,433.0,1501199875790165.2,8.75,2.08636328125e-07,8.080762464189603e-07
77,433.0,715827882.6666666,8.75,0.32737541406250004,0.013606778986177528
78,433.0,1.2009599006321322e+16,8.75,0.0,0.0
79,433.0,23456248059221.332,8.75,8.33397765625e-06,6.253872455675226e-06
80,493.0,89478485.33333333,8.75,0.2904427317708333,0.007850639269704546
81,493.0,23456248059221.332,8.75,1.0587148437500001e-06,1.5704967357079935e-06
82,493.0,2932031007402.6665,8.75,8.882097630208333e-06,5.722333115082156e-06
83,493.0,5726623061.333333,8.75,0.004445289973958334,0.00020931648602468559
84,493.0,1152.0,8.75,8.719240885416667,0.006357574345596555
85,493.0,11184810.666666666,8.75,2.1991112239583335,0.05287885083330298
86,493.0,174762.66666666666,8.75,7.736662656249999,0.03975319557791727
87,493.0,1398101.3333333333,8.75,5.936754375,0.05063237117204258
88,493.0,366503875925.3333,8.75,7.482020598958333e-05,1.8313759585077158e-05
89,493.0,1501199875790165.2,8.75,0.0,0.0
90,493.0,1.2009599006321322e+16,8.75,0.0,0.0
91,493.0,21845.333333333332,8.75,8.436820052083332,0.02582685998022723
92,493.0,45812984490.666664,8.75,0.0005550235625000001,5.204762527933734e-05
93,493.0,9216.0,8.75,8.578951822916666,0.013069064627432186
94,493.0,715827882.6666666,8.75,0.03500201458333333,0.0007831889266217863
95,493.0,187649984473770.66,8.75,0.0,0.0
96,483.0,1152.0,8.75,8.731417968750002,0.0037114787160160345
97,483.0,89478485.33333333,8.75,0.40544417187500004,0.009647991483594274
98,483.0,1501199875790165.2,8.75,0.0,0.0
99,483.0,1.2009599006321322e+16,8.75,0.0,0.0
100,483.0,366503875925.3333,8.75,9.327239375000001e-05,1.4385283733840903e-05
101,483.0,187649984473770.66,8.75,2.1034002604166667e-07,8.146434960236059e-07
102,483.0,5726623061.333333,8.75,0.0060138940625,0.00017853299677033502
103,483.0,45812984490.666664,8.75,0.0007444957942708333,5.224898707397175e-05
104,483.0,2932031007402.6665,8.75,1.1196046302083333e-05,6.812616175392764e-06
105,483.0,1398101.3333333333,8.75,6.49341515625,0.04514917227088918
106,483.0,11184810.666666666,8.75,2.9411122395833336,0.07321992107899417
107,483.0,174762.66666666666,8.75,7.98409421875,0.04221324129131132
108,483.0,21845.333333333332,8.75,8.5386140625,0.0139247522727412
109,483.0,715827882.6666666,8.75,0.04854735416666667,0.0015111157170748456
110,483.0,23456248059221.332,8.75,1.05826984375e-06,1.9766994238291218e-06
111,483.0,9216.0,8.75,8.631711197916667,0.015713197413555133
112,423.0,715827882.6666666,8.75,0.5747438229166667,0.036855384266764164
113,423.0,23456248059221.332,8.75,1.2058053515625e-05,6.7384665336246025e-06
114,423.0,2932031007402.6665,8.75,9.765565833333334e-05,1.554507019394142e-05
115,423.0,45812984490.666664,8.75,0.006508892005208333,0.00022004503301998137
116,423.0,1152.0,8.75,8.749288020833333,0.00039200969851864415
117,423.0,9216.0,8.75,8.745597916666668,0.0013987904000720573
118,423.0,366503875925.3333,8.75,0.0008224090755208334,6.083807151951205e-05
119,423.0,21845.333333333332,8.75,8.738223697916666,0.0038346810976338406
120,423.0,5726623061.333333,8.75,0.054042997395833334,0.0025171854901644133
121,423.0,11184810.666666666,8.75,7.610464166666667,0.053201786923538885
122,423.0,174762.66666666666,8.75,8.666048958333334,0.014450524540832687
123,423.0,187649984473770.66,8.75,1.5845965885416665e-06,2.533055089998522e-06
124,423.0,1398101.3333333333,8.75,8.401429947916668,0.02949721420899007
125,423.0,1501199875790165.2,8.75,0.0,0.0
126,423.0,89478485.33333333,8.75,5.111740859375001,0.1255066399017974
127,423.0,1.2009599006321322e+16,8.75,0.0,0.0
128,463.0,5726623061.333333,8.75,0.011404078125,0.00043402170696518207
129,463.0,1398101.3333333333,8.75,7.410104791666667,0.04377529918119091
130,463.0,11184810.666666666,8.75,4.852669895833333,0.09145500996257547
131,463.0,174762.66666666666,8.75,8.319646562500001,0.030425605208269868
132,463.0,23456248059221.332,8.75,1.5840479166666668e-06,1.8875512549694658e-06
133,463.0,9216.0,8.75,8.6995359375,0.0079798064466909
134,463.0,2932031007402.6665,8.75,2.1397544010416666e-05,7.569780023356153e-06
135,463.0,21845.333333333332,8.75,8.65228125,0.01469483165119439
136,463.0,89478485.33333333,8.75,0.8909948463541667,0.040005661975675726
137,463.0,366503875925.3333,8.75,0.000184338703125,2.771182819280845e-05
138,463.0,187649984473770.66,8.75,5.23523046875e-07,1.4715913547183237e-06
139,463.0,1152.0,8.75,8.743124218750001,0.001546802199991608
140,463.0,715827882.6666666,8.75,0.0956587421875,0.0031392499828116673
141,463.0,45812984490.666664,8.75,0.0014623009374999999,6.34532271117232e-05
142,463.0,1501199875790165.2,8.75,0.0,0.0
143,463.0,1.2009599006321322e+16,8.75,0.0,0.0
144,353.0,715827882.6666666,8.75,8.241533723958334,0.04680929702687667
145,353.0,21845.333333333332,8.75,8.749808072916668,0.0004493701435710067
146,353.0,187649984473770.66,8.75,5.593885703125e-05,1.2438326241654753e-05
147,353.0,9216.0,8.75,8.74993125,9.508311422715899e-05
148,353.0,1.2009599006321322e+16,8.75,9.427678906249999e-07,1.5072301728848705e-06
149,353.0,1501199875790165.2,8.75,7.554279895833333e-06,5.100340275915387e-06
150,353.0,45812984490.666664,8.75,1.9785782291666667,0.48383237720931144
151,353.0,366503875925.3333,8.75,0.040878352864583335,0.02648314258951392
152,353.0,11184810.666666666,8.75,8.716146354166668,0.02307089794945178
153,353.0,174762.66666666666,8.75,8.749304427083333,0.0010213391271947007
154,353.0,1398101.3333333333,8.75,8.74658671875,0.003342763262620657
155,353.0,2932031007402.6665,8.75,0.003987058098958333,0.0008168237217670754
156,353.0,5726623061.333333,8.75,7.089481848958334,0.09965706731218946
157,353.0,89478485.33333333,8.75,8.610252343749998,0.030246449963462745
158,353.0,23456248059221.332,8.75,0.0004756581822916667,7.036972112999277e-05
159,353.0,1152.0,8.75,8.749997656249999,7.287014885058876e-06
160,343.0,2932031007402.6665,8.75,0.007425337265625,0.0005982037586229007
161,343.0,1.2009599006321322e+16,8.75,1.2472332291666667e-06,2.1569549693518256e-06
162,343.0,1501199875790165.2,8.75,1.4421541536458332e-05,6.162480568779214e-06
163,343.0,89478485.33333333,8.75,8.6987828125,0.01918549991130765
164,343.0,5726623061.333333,8.75,7.953589817708333,0.08466351744336278
165,343.0,187649984473770.66,8.75,0.0001167948765625,1.8428454355194948e-05
166,343.0,1152.0,8.75,8.75,0.0
167,343.0,23456248059221.332,8.75,0.0009030759531250001,7.765416817424382e-05
168,343.0,11184810.666666666,8.75,8.737837760416665,0.01350327715244676
169,343.0,174762.66666666666,8.75,8.749907552083332,0.0001235042343340321
170,343.0,1398101.3333333333,8.75,8.748083854166667,0.001649956514446914
171,343.0,45812984490.666664,8.75,5.4454565624999995,0.2087137195589945
172,343.0,21845.333333333332,8.75,8.74999375,1.874999999987612e-05
173,343.0,9216.0,8.75,8.749998177083334,4.988865640964575e-06
174,343.0,366503875925.3333,8.75,0.1452591697916667,0.0982785173191148
175,343.0,715827882.6666666,8.75,8.498423437500001,0.0437803633940235
176,473.0,366503875925.3333,8.75,0.00012565609375,1.841083608554525e-05
177,473.0,21845.333333333332,8.75,8.6008796875,0.018165438956210127
178,473.0,9216.0,8.75,8.673824479166667,0.01220178204082447
179,473.0,715827882.6666666,8.75,0.06663070338541667,0.002312107187279203
180,473.0,45812984490.666664,8.75,0.0010210920572916668,8.055339380830443e-05
181,473.0,5726623061.333333,8.75,0.008213116536458332,0.00019878363045736078
182,473.0,187649984473770.66,8.75,3.1231531249999997e-07,9.71053930135694e-07
183,473.0,23456248059221.332,8.75,2.0144499739583336e-06,2.3840239696459105e-06
184,473.0,2932031007402.6665,8.75,1.6473094895833334e-05,8.135022830248076e-06
185,473.0,1152.0,8.75,8.737258072916667,0.004322769316954141
186,473.0,89478485.33333333,8.75,0.5866291119791667,0.020057434108779772
187,473.0,1.2009599006321322e+16,8.75,0.0,0.0
188,473.0,1501199875790165.2,8.75,0.0,0.0
189,473.0,174762.66666666666,8.75,8.16854359375,0.03196342966307415
190,473.0,11184810.666666666,8.75,3.868463046875,0.07325745006719543
191,473.0,1398101.3333333333,8.75,7.02059375,0.04906446314809137
192,453.0,366503875925.3333,8.75,0.00025360846354166664,3.039610482600178e-05
193,453.0,45812984490.666664,8.75,0.0020161858333333335,0.00010672527684815798
194,453.0,715827882.6666666,8.75,0.13801453385416668,0.0034220597628238834
195,453.0,21845.333333333332,8.75,8.68938828125,0.010630956022491629
196,453.0,9216.0,8.75,8.722917708333334,0.0043483302939731246
197,453.0,89478485.33333333,8.75,1.372107265625,0.048802636230519
198,453.0,11184810.666666666,8.75,5.7629315625,0.07478096378611886
199,453.0,174762.66666666666,8.75,8.455534895833335,0.026087577483305893
200,453.0,187649984473770.66,8.75,3.1601619791666664e-07,9.826254248029517e-07
201,453.0,1398101.3333333333,8.75,7.755657447916667,0.04356384159914929
202,453.0,1152.0,8.75,8.7462375,0.001032881705741568
203,453.0,23456248059221.332,8.75,3.6083221354166667e-06,3.1772171171467175e-06
204,453.0,2932031007402.6665,8.75,3.081616606770833e-05,9.837742337976714e-06
205,453.0,5726623061.333333,8.75,0.016308494010416667,0.0006041137577128679
206,453.0,1501199875790165.2,8.75,2.1170643229166665e-07,8.199501570876894e-07
207,453.0,1.2009599006321322e+16,8.75,0.0,0.0
208,363.0,1398101.3333333333,8.75,8.741698697916668,0.005698495594208924
209,363.0,174762.66666666666,8.75,8.748847135416666,0.0007341337055566205
210,363.0,11184810.666666666,8.75,8.681302864583333,0.020495213026097907
211,363.0,21845.333333333332,8.75,8.749883854166667,0.00019066697511429352
212,363.0,89478485.33333333,8.75,8.51182734375,0.03612201353923081
213,363.0,9216.0,8.75,8.749938020833333,7.067806204806162e-05
214,363.0,366503875925.3333,8.75,0.016692691927083336,0.0010562726562977037
215,363.0,5726623061.333333,8.75,5.807168098958334,0.22105474545388923
216,363.0,187649984473770.66,8.75,3.0060324739583335e-05,1.1167124053015835e-05
217,363.0,45812984490.666664,8.75,0.2692444583333333,0.1080556665442395
218,363.0,2932031007402.6665,8.75,0.0020793600520833335,0.00014824087658975166
219,363.0,1152.0,8.75,8.74998671875,2.346497232502195e-05
220,363.0,715827882.6666666,8.75,7.8430940625,0.07769793699997225
221,363.0,23456248059221.332,8.75,0.0002455478385416667,3.018128350665216e-05
222,363.0,1501199875790165.2,8.75,4.431422447916667e-06,3.0959803315590904e-06
223,363.0,1.2009599006321322e+16,8.75,6.222978125e-07,1.2955361653830924e-06
224,373.0,1152.0,8.75,8.74998828125,1.3953571171358904e-05
225,373.0,366503875925.3333,8.75,0.009330658854166667,0.0005705300706221397
226,373.0,187649984473770.66,8.75,2.0365280468750003e-05,8.245524903147979e-06
227,373.0,89478485.33333333,8.75,8.288673541666666,0.05756230813169275
228,373.0,5726623061.333333,8.75,2.915923932291667,0.28936952938187704
229,373.0,1501199875790165.2,8.75,2.1044783854166667e-06,2.7567190035699827e-06
230,373.0,1.2009599006321322e+16,8.75,3.1602346354166667e-07,9.825583675919079e-07
231,373.0,45812984490.666664,8.75,0.08765124375,0.006534725040771767
232,373.0,23456248059221.332,8.75,0.00014151337760416667,2.236616316785518e-05
233,373.0,21845.333333333332,8.75,8.749677864583333,0.00046106952852532934
234,373.0,1398101.3333333333,8.75,8.734593749999998,0.006202626011976247
235,373.0,174762.66666666666,8.75,8.74741640625,0.002326605333979094
236,373.0,11184810.666666666,8.75,8.649179166666666,0.026741102979152987
237,373.0,9216.0,8.75,8.749841145833333,0.000227684005829142
238,373.0,2932031007402.6665,8.75,0.0011470163541666665,8.386467722010386e-05
239,373.0,715827882.6666666,8.75,7.356456223958332,0.12770086089884003
240,443.0,5726623061.333333,8.75,0.024190656770833333,0.0008080198608896795
241,443.0,2932031007402.6665,8.75,4.622103255208333e-05,1.4590523270324505e-05
242,443.0,89478485.33333333,8.75,2.2614386197916665,0.08274492816379748
243,443.0,9216.0,8.75,8.734607812499998,0.003917270530521084
244,443.0,23456248059221.332,8.75,6.126745416666666e-06,4.8031761106321915e-06
245,443.0,21845.333333333332,8.75,8.711445833333332,0.00799454973846776
246,443.0,715827882.6666666,8.75,0.20816578125000001,0.007412626715932251
247,443.0,1398101.3333333333,8.75,8.002814947916667,0.04177297424840657
248,443.0,11184810.666666666,8.75,6.540956927083332,0.06907513140471043
249,443.0,174762.66666666666,8.75,8.55217734375,0.02679469285611165
250,443.0,1152.0,8.75,8.747666666666667,0.001049497647686576
251,443.0,1501199875790165.2,8.75,2.1183809895833335e-07,8.204652546756637e-07
252,443.0,1.2009599006321322e+16,8.75,0.0,0.0
253,443.0,187649984473770.66,8.75,6.329649739583334e-07,1.3176522998152262e-06
254,443.0,366503875925.3333,8.75,0.0003723300234375,3.571620433197442e-05
255,443.0,45812984490.666664,8.75,0.002930687265625,0.00016600887941004526
