,Temperature (K),Volume (angstrom^3),C5 Number,C5 Loading Mean,C5 Loading STD
160,343.0,1501199875790165.2,8.0,0.00018182901562500002,4.04860049109825e-05
161,343.0,1.2009599006321322e+16,8.0,2.02198759375e-05,9.543895262793488e-06
162,343.0,1152.0,8.0,8.0,0.0
163,343.0,45812984490.666664,8.0,7.92881296875,0.03136987579125472
164,343.0,2932031007402.6665,8.0,2.6089892708333333,0.5654369845891452
165,343.0,715827882.6666666,8.0,7.9972168749999994,0.0036782980701282613
166,343.0,11184810.666666666,8.0,7.999990885416667,5.074785226536256e-05
167,343.0,23456248059221.332,8.0,0.05754912057291667,0.09189528315339461
168,343.0,174762.66666666666,8.0,8.0,0.0
169,343.0,1398101.3333333333,8.0,8.0,0.0
170,343.0,187649984473770.66,8.0,0.001432834765625,8.950490799853461e-05
171,343.0,89478485.33333333,8.0,7.999915364583334,0.00016023744554255723
172,343.0,21845.333333333332,8.0,8.0,0.0
173,343.0,366503875925.3333,8.0,7.231786041666667,0.16572870703372258
174,343.0,9216.0,8.0,8.0,0.0
175,343.0,5726623061.333333,8.0,7.988158619791667,0.009733202111008593
176,473.0,89478485.33333333,8.0,2.1414439322916667,0.03892397470653035
177,473.0,11184810.666666666,8.0,4.658265078125,0.1179460025306056
178,473.0,174762.66666666666,8.0,7.813426901041667,0.034955314569224565
179,473.0,1398101.3333333333,8.0,7.261639531249999,0.0953503289556032
180,473.0,23456248059221.332,8.0,8.053072213541667e-06,6.7843144796619445e-06
181,473.0,2932031007402.6665,8.0,6.359250390625002e-05,1.4325391922455492e-05
182,473.0,1152.0,8.0,7.997948489583333,0.001044440420300852
183,473.0,5726623061.333333,8.0,0.03273451302083333,0.0010052603965315643
184,473.0,366503875925.3333,8.0,0.0005120806770833333,4.1561162298693965e-05
185,473.0,187649984473770.66,8.0,4.3789390625e-07,1.902527463630919e-06
186,473.0,9216.0,8.0,7.981146640625,0.008002173433831672
187,473.0,45812984490.666664,8.0,0.004037957526041667,0.0001879681485243083
188,473.0,21845.333333333332,8.0,7.9485538020833335,0.013968956967671139
189,473.0,715827882.6666666,8.0,0.2859222864583333,0.010002335145213731
190,473.0,1501199875790165.2,8.0,0.0,0.0
191,473.0,1.2009599006321322e+16,8.0,0.0,0.0
192,453.0,21845.333333333332,8.0,7.989680494791667,0.005401880973276853
