,Temperature (K),Volume (angstrom^3),E Number,E Loading
95,463.0,5726623061.333333,8.166666666666666,0.00041083333333333336
96,463.0,366503875925.3333,8.166666666666666,4.166666666666667e-06
97,463.0,366503875925.3333,8.166666666666666,3.3333333333333337e-06
98,463.0,366503875925.3333,8.166666666666666,5e-06
99,463.0,366503875925.3333,8.166666666666666,2.5e-06
100,463.0,366503875925.3333,8.166666666666666,6.6666666666666675e-06
101,463.0,366503875925.3333,8.166666666666666,6.6666666666666675e-06
102,463.0,366503875925.3333,8.166666666666666,5e-06
103,463.0,366503875925.3333,8.166666666666666,5.833333333333333e-06
104,463.0,366503875925.3333,8.166666666666666,7.5e-06
105,463.0,366503875925.3333,8.166666666666666,2.5e-06
106,463.0,366503875925.3333,8.166666666666666,7.5e-06
107,463.0,366503875925.3333,8.166666666666666,2.5e-06
108,463.0,366503875925.3333,8.166666666666666,4.166666666666667e-06
109,463.0,366503875925.3333,8.166666666666666,3.3333333333333337e-06
110,463.0,366503875925.3333,8.166666666666666,1e-05
111,463.0,366503875925.3333,8.166666666666666,3.3333333333333337e-06
112,463.0,366503875925.3333,8.166666666666666,6.6666666666666675e-06
113,463.0,366503875925.3333,8.166666666666666,7.5e-06
114,463.0,366503875925.3333,8.166666666666666,3.3333333333333337e-06
115,463.0,366503875925.3333,8.166666666666666,1.0833333333333332e-05
116,463.0,366503875925.3333,8.166666666666666,5.833333333333333e-06
117,463.0,366503875925.3333,8.166666666666666,5.833333333333333e-06
118,463.0,366503875925.3333,8.166666666666666,7.5e-06
119,463.0,366503875925.3333,8.166666666666666,4.166666666666667e-06
120,463.0,366503875925.3333,8.166666666666666,4.166666666666667e-06
121,463.0,366503875925.3333,8.166666666666666,4.166666666666667e-06
122,463.0,366503875925.3333,8.166666666666666,5.833333333333333e-06
123,463.0,366503875925.3333,8.166666666666666,5.833333333333333e-06
124,463.0,366503875925.3333,8.166666666666666,6.6666666666666675e-06
125,463.0,366503875925.3333,8.166666666666666,1.6666666666666669e-06
126,463.0,366503875925.3333,8.166666666666666,6.6666666666666675e-06
127,463.0,366503875925.3333,8.166666666666666,3.3333333333333337e-06
128,463.0,1501199875790165.2,8.166666666666666,0.0
129,463.0,1501199875790165.2,8.166666666666666,0.0
130,463.0,1501199875790165.2,8.166666666666666,0.0
131,463.0,1501199875790165.2,8.166666666666666,0.0
132,463.0,1501199875790165.2,8.166666666666666,0.0
133,463.0,1501199875790165.2,8.166666666666666,0.0
134,463.0,1501199875790165.2,8.166666666666666,0.0
135,463.0,1501199875790165.2,8.166666666666666,0.0
136,463.0,1501199875790165.2,8.166666666666666,0.0
137,463.0,1501199875790165.2,8.166666666666666,0.0
138,463.0,1501199875790165.2,8.166666666666666,0.0
139,463.0,1501199875790165.2,8.166666666666666,0.0
140,463.0,1501199875790165.2,8.166666666666666,0.0
141,463.0,1501199875790165.2,8.166666666666666,0.0
142,463.0,1501199875790165.2,8.166666666666666,0.0
143,463.0,1501199875790165.2,8.166666666666666,0.0
144,463.0,1501199875790165.2,8.166666666666666,0.0
145,463.0,1501199875790165.2,8.166666666666666,0.0
146,463.0,1501199875790165.2,8.166666666666666,0.0
147,463.0,1501199875790165.2,8.166666666666666,0.0
148,463.0,1501199875790165.2,8.166666666666666,0.0
149,463.0,1501199875790165.2,8.166666666666666,0.0
150,463.0,1501199875790165.2,8.166666666666666,0.0
151,463.0,1501199875790165.2,8.166666666666666,0.0
152,463.0,1501199875790165.2,8.166666666666666,0.0
153,463.0,1501199875790165.2,8.166666666666666,0.0
154,463.0,1501199875790165.2,8.166666666666666,0.0
155,463.0,1501199875790165.2,8.166666666666666,0.0
156,463.0,1501199875790165.2,8.166666666666666,0.0
157,463.0,1501199875790165.2,8.166666666666666,0.0
158,463.0,1501199875790165.2,8.166666666666666,0.0
159,463.0,1501199875790165.2,8.166666666666666,0.0
160,463.0,45812984490.666664,8.166666666666666,4.8333333333333334e-05
161,463.0,45812984490.666664,8.166666666666666,4.6666666666666665e-05
162,463.0,45812984490.666664,8.166666666666666,4.6666666666666665e-05
163,463.0,45812984490.666664,8.166666666666666,4.5833333333333334e-05
164,463.0,45812984490.666664,8.166666666666666,3.75e-05
165,463.0,45812984490.666664,8.166666666666666,6.416666666666666e-05
166,463.0,45812984490.666664,8.166666666666666,4.333333333333333e-05
167,463.0,45812984490.666664,8.166666666666666,4.8333333333333334e-05
168,463.0,45812984490.666664,8.166666666666666,4.9999999999999996e-05
169,463.0,45812984490.666664,8.166666666666666,5.333333333333334e-05
170,463.0,45812984490.666664,8.166666666666666,5.25e-05
171,463.0,45812984490.666664,8.166666666666666,4.7499999999999996e-05
172,463.0,45812984490.666664,8.166666666666666,4.1666666666666665e-05
173,463.0,45812984490.666664,8.166666666666666,4.9999999999999996e-05
174,463.0,45812984490.666664,8.166666666666666,6e-05
175,463.0,45812984490.666664,8.166666666666666,4.6666666666666665e-05
176,463.0,45812984490.666664,8.166666666666666,4.9999999999999996e-05
177,463.0,45812984490.666664,8.166666666666666,4.25e-05
178,463.0,45812984490.666664,8.166666666666666,4.25e-05
179,463.0,45812984490.666664,8.166666666666666,5.5e-05
180,463.0,45812984490.666664,8.166666666666666,4.25e-05
181,463.0,45812984490.666664,8.166666666666666,5.1666666666666664e-05
182,463.0,45812984490.666664,8.166666666666666,4e-05
183,463.0,45812984490.666664,8.166666666666666,5.666666666666667e-05
184,463.0,45812984490.666664,8.166666666666666,4.4166666666666665e-05
185,463.0,45812984490.666664,8.166666666666666,5.0833333333333333e-05
186,463.0,45812984490.666664,8.166666666666666,4.8333333333333334e-05
187,463.0,45812984490.666664,8.166666666666666,4.333333333333333e-05
188,463.0,45812984490.666664,8.166666666666666,5.25e-05
189,463.0,45812984490.666664,8.166666666666666,3.4166666666666666e-05
190,463.0,45812984490.666664,8.166666666666666,5.4166666666666664e-05
191,463.0,45812984490.666664,8.166666666666666,5.1666666666666664e-05
192,463.0,2932031007402.6665,8.166666666666666,1.6666666666666669e-06
193,463.0,2932031007402.6665,8.166666666666666,8.333333333333334e-07
194,463.0,2932031007402.6665,8.166666666666666,1.6666666666666669e-06
195,463.0,2932031007402.6665,8.166666666666666,8.333333333333334e-07
196,463.0,2932031007402.6665,8.166666666666666,0.0
197,463.0,2932031007402.6665,8.166666666666666,0.0
198,463.0,2932031007402.6665,8.166666666666666,1.6666666666666669e-06
199,463.0,2932031007402.6665,8.166666666666666,8.333333333333334e-07
200,463.0,2932031007402.6665,8.166666666666666,0.0
201,463.0,2932031007402.6665,8.166666666666666,3.3333333333333337e-06
202,463.0,2932031007402.6665,8.166666666666666,0.0
203,463.0,2932031007402.6665,8.166666666666666,0.0
204,463.0,2932031007402.6665,8.166666666666666,1.6666666666666669e-06
205,463.0,2932031007402.6665,8.166666666666666,1.6666666666666669e-06
206,463.0,2932031007402.6665,8.166666666666666,0.0
207,463.0,2932031007402.6665,8.166666666666666,0.0
208,463.0,2932031007402.6665,8.166666666666666,0.0
209,463.0,2932031007402.6665,8.166666666666666,8.333333333333334e-07
210,463.0,2932031007402.6665,8.166666666666666,8.333333333333334e-07
211,463.0,2932031007402.6665,8.166666666666666,0.0
212,463.0,2932031007402.6665,8.166666666666666,0.0
213,463.0,2932031007402.6665,8.166666666666666,8.333333333333334e-07
214,463.0,2932031007402.6665,8.166666666666666,8.333333333333334e-07
215,463.0,2932031007402.6665,8.166666666666666,8.333333333333334e-07
216,463.0,2932031007402.6665,8.166666666666666,0.0
217,463.0,2932031007402.6665,8.166666666666666,0.0
218,463.0,2932031007402.6665,8.166666666666666,0.0
219,463.0,2932031007402.6665,8.166666666666666,8.333333333333334e-07
220,463.0,2932031007402.6665,8.166666666666666,8.333333333333334e-07
221,463.0,2932031007402.6665,8.166666666666666,0.0
222,463.0,2932031007402.6665,8.166666666666666,0.0
223,463.0,2932031007402.6665,8.166666666666666,1.6666666666666669e-06
224,463.0,1.2009599006321322e+16,8.166666666666666,0.0
225,463.0,1.2009599006321322e+16,8.166666666666666,0.0
226,463.0,1.2009599006321322e+16,8.166666666666666,0.0
227,463.0,1.2009599006321322e+16,8.166666666666666,0.0
228,463.0,1.2009599006321322e+16,8.166666666666666,0.0
229,463.0,1.2009599006321322e+16,8.166666666666666,0.0
230,463.0,1.2009599006321322e+16,8.166666666666666,0.0
231,463.0,1.2009599006321322e+16,8.166666666666666,0.0
232,463.0,1.2009599006321322e+16,8.166666666666666,0.0
233,463.0,1.2009599006321322e+16,8.166666666666666,0.0
234,463.0,1.2009599006321322e+16,8.166666666666666,0.0
235,463.0,1.2009599006321322e+16,8.166666666666666,0.0
236,463.0,1.2009599006321322e+16,8.166666666666666,0.0
237,463.0,1.2009599006321322e+16,8.166666666666666,0.0
238,463.0,1.2009599006321322e+16,8.166666666666666,0.0
239,463.0,1.2009599006321322e+16,8.166666666666666,0.0
240,463.0,1.2009599006321322e+16,8.166666666666666,0.0
241,463.0,1.2009599006321322e+16,8.166666666666666,0.0
242,463.0,1.2009599006321322e+16,8.166666666666666,0.0
243,463.0,1.2009599006321322e+16,8.166666666666666,0.0
244,463.0,1.2009599006321322e+16,8.166666666666666,0.0
245,463.0,1.2009599006321322e+16,8.166666666666666,0.0
246,463.0,1.2009599006321322e+16,8.166666666666666,0.0
247,463.0,1.2009599006321322e+16,8.166666666666666,0.0
248,463.0,1.2009599006321322e+16,8.166666666666666,0.0
249,463.0,1.2009599006321322e+16,8.166666666666666,0.0
250,463.0,1.2009599006321322e+16,8.166666666666666,0.0
251,463.0,1.2009599006321322e+16,8.166666666666666,0.0
252,463.0,1.2009599006321322e+16,8.166666666666666,0.0
253,463.0,1.2009599006321322e+16,8.166666666666666,0.0
254,463.0,1.2009599006321322e+16,8.166666666666666,0.0
255,463.0,1.2009599006321322e+16,8.166666666666666,0.0
256,463.0,23456248059221.332,8.166666666666666,0.0
257,463.0,23456248059221.332,8.166666666666666,8.333333333333334e-07
258,463.0,23456248059221.332,8.166666666666666,0.0
259,463.0,23456248059221.332,8.166666666666666,0.0
260,463.0,23456248059221.332,8.166666666666666,0.0
261,463.0,23456248059221.332,8.166666666666666,0.0
262,463.0,23456248059221.332,8.166666666666666,0.0
263,463.0,23456248059221.332,8.166666666666666,8.333333333333334e-07
264,463.0,23456248059221.332,8.166666666666666,0.0
265,463.0,23456248059221.332,8.166666666666666,0.0
266,463.0,23456248059221.332,8.166666666666666,0.0
267,463.0,23456248059221.332,8.166666666666666,0.0
268,463.0,23456248059221.332,8.166666666666666,0.0
269,463.0,23456248059221.332,8.166666666666666,0.0
270,463.0,23456248059221.332,8.166666666666666,0.0
271,463.0,23456248059221.332,8.166666666666666,0.0
272,463.0,23456248059221.332,8.166666666666666,0.0
273,463.0,23456248059221.332,8.166666666666666,0.0
274,463.0,23456248059221.332,8.166666666666666,0.0
275,463.0,23456248059221.332,8.166666666666666,0.0
276,463.0,23456248059221.332,8.166666666666666,0.0
277,463.0,23456248059221.332,8.166666666666666,0.0
278,463.0,23456248059221.332,8.166666666666666,0.0
279,463.0,23456248059221.332,8.166666666666666,0.0
280,463.0,23456248059221.332,8.166666666666666,0.0
281,463.0,23456248059221.332,8.166666666666666,0.0
282,463.0,23456248059221.332,8.166666666666666,0.0
283,463.0,23456248059221.332,8.166666666666666,0.0
284,463.0,23456248059221.332,8.166666666666666,0.0
285,463.0,23456248059221.332,8.166666666666666,8.333333333333334e-07
286,463.0,23456248059221.332,8.166666666666666,0.0
287,463.0,23456248059221.332,8.166666666666666,0.0
288,463.0,187649984473770.66,8.166666666666666,0.0
289,463.0,187649984473770.66,8.166666666666666,0.0
290,463.0,187649984473770.66,8.166666666666666,0.0
291,463.0,187649984473770.66,8.166666666666666,0.0
292,463.0,187649984473770.66,8.166666666666666,0.0
293,463.0,187649984473770.66,8.166666666666666,0.0
294,463.0,187649984473770.66,8.166666666666666,0.0
295,463.0,187649984473770.66,8.166666666666666,0.0
296,463.0,187649984473770.66,8.166666666666666,0.0
297,463.0,187649984473770.66,8.166666666666666,0.0
298,463.0,187649984473770.66,8.166666666666666,0.0
299,463.0,187649984473770.66,8.166666666666666,0.0
300,463.0,187649984473770.66,8.166666666666666,0.0
301,463.0,187649984473770.66,8.166666666666666,0.0
302,463.0,187649984473770.66,8.166666666666666,8.333333333333334e-07
303,463.0,187649984473770.66,8.166666666666666,0.0
304,463.0,187649984473770.66,8.166666666666666,0.0
305,463.0,187649984473770.66,8.166666666666666,0.0
306,463.0,187649984473770.66,8.166666666666666,0.0
307,463.0,187649984473770.66,8.166666666666666,0.0
308,463.0,187649984473770.66,8.166666666666666,0.0
309,463.0,187649984473770.66,8.166666666666666,0.0
310,463.0,187649984473770.66,8.166666666666666,0.0
311,463.0,187649984473770.66,8.166666666666666,0.0
312,463.0,187649984473770.66,8.166666666666666,0.0
313,463.0,187649984473770.66,8.166666666666666,0.0
314,463.0,187649984473770.66,8.166666666666666,0.0
315,463.0,187649984473770.66,8.166666666666666,0.0
316,463.0,187649984473770.66,8.166666666666666,8.333333333333334e-07
317,463.0,187649984473770.66,8.166666666666666,0.0
318,463.0,187649984473770.66,8.166666666666666,0.0
319,463.0,187649984473770.66,8.166666666666666,0.0
320,463.0,21845.333333333332,8.166666666666666,7.380204166666666
321,463.0,21845.333333333332,8.166666666666666,7.376005833333333
322,463.0,21845.333333333332,8.166666666666666,7.3757366666666675
323,463.0,21845.333333333332,8.166666666666666,7.375360833333333
324,463.0,21845.333333333332,8.166666666666666,7.380115833333334
325,463.0,21845.333333333332,8.166666666666666,7.363436666666666
326,463.0,21845.333333333332,8.166666666666666,7.362640833333334
327,463.0,21845.333333333332,8.166666666666666,7.3750825
328,463.0,21845.333333333332,8.166666666666666,7.363341666666667
329,463.0,21845.333333333332,8.166666666666666,7.3866925
330,463.0,21845.333333333332,8.166666666666666,7.368816666666667
331,463.0,21845.333333333332,8.166666666666666,7.373631666666667
332,463.0,21845.333333333332,8.166666666666666,7.3660974999999995
333,463.0,21845.333333333332,8.166666666666666,7.372957499999999
334,463.0,21845.333333333332,8.166666666666666,7.3636333333333335
335,463.0,21845.333333333332,8.166666666666666,7.363291666666666
336,463.0,21845.333333333332,8.166666666666666,7.371848333333333
337,463.0,21845.333333333332,8.166666666666666,7.3701066666666675
338,463.0,21845.333333333332,8.166666666666666,7.371931666666666
339,463.0,21845.333333333332,8.166666666666666,7.378261666666667
340,463.0,21845.333333333332,8.166666666666666,7.371277500000001
341,463.0,21845.333333333332,8.166666666666666,7.376395
342,463.0,21845.333333333332,8.166666666666666,7.379038333333334
343,463.0,21845.333333333332,8.166666666666666,7.381075833333333
344,463.0,21845.333333333332,8.166666666666666,7.3803358333333335
345,463.0,21845.333333333332,8.166666666666666,7.37084
346,463.0,21845.333333333332,8.166666666666666,7.364475
347,463.0,21845.333333333332,8.166666666666666,7.37066
348,463.0,21845.333333333332,8.166666666666666,7.373484166666667
349,463.0,21845.333333333332,8.166666666666666,7.3748475000000004
350,463.0,21845.333333333332,8.166666666666666,7.374711666666666
351,463.0,21845.333333333332,8.166666666666666,7.367760833333333
352,463.0,715827882.6666666,8.166666666666666,0.0030383333333333334
353,463.0,715827882.6666666,8.166666666666666,0.0029566666666666665
354,463.0,715827882.6666666,8.166666666666666,0.002975
355,463.0,715827882.6666666,8.166666666666666,0.002945
356,463.0,715827882.6666666,8.166666666666666,0.0029558333333333333
357,463.0,715827882.6666666,8.166666666666666,0.0029708333333333336
358,463.0,715827882.6666666,8.166666666666666,0.0029408333333333335
359,463.0,715827882.6666666,8.166666666666666,0.0030241666666666668
360,463.0,715827882.6666666,8.166666666666666,0.0030425
361,463.0,715827882.6666666,8.166666666666666,0.0030708333333333334
362,463.0,715827882.6666666,8.166666666666666,0.0029425000000000002
363,463.0,715827882.6666666,8.166666666666666,0.002920833333333333
364,463.0,715827882.6666666,8.166666666666666,0.0029641666666666666
365,463.0,715827882.6666666,8.166666666666666,0.0029825000000000003
366,463.0,715827882.6666666,8.166666666666666,0.002865833333333333
367,463.0,715827882.6666666,8.166666666666666,0.0030566666666666663
368,463.0,715827882.6666666,8.166666666666666,0.0029558333333333333
369,463.0,715827882.6666666,8.166666666666666,0.0029891666666666664
370,463.0,715827882.6666666,8.166666666666666,0.0030125
371,463.0,715827882.6666666,8.166666666666666,0.0030916666666666666
372,463.0,715827882.6666666,8.166666666666666,0.0029566666666666665
373,463.0,715827882.6666666,8.166666666666666,0.002943333333333333
374,463.0,715827882.6666666,8.166666666666666,0.0029416666666666666
375,463.0,715827882.6666666,8.166666666666666,0.0029825000000000003
376,463.0,715827882.6666666,8.166666666666666,0.002935
377,463.0,715827882.6666666,8.166666666666666,0.003009166666666667
378,463.0,715827882.6666666,8.166666666666666,0.0029374999999999996
379,463.0,715827882.6666666,8.166666666666666,0.0030008333333333332
380,463.0,715827882.6666666,8.166666666666666,0.002916666666666667
381,463.0,715827882.6666666,8.166666666666666,0.0029233333333333333
382,463.0,715827882.6666666,8.166666666666666,0.00302
383,463.0,715827882.6666666,8.166666666666666,0.0030066666666666666
384,463.0,174762.66666666666,8.166666666666666,4.9452525
385,463.0,174762.66666666666,8.166666666666666,4.9433300000000004
386,463.0,174762.66666666666,8.166666666666666,4.9174549999999995
387,463.0,174762.66666666666,8.166666666666666,4.930161666666667
388,463.0,174762.66666666666,8.166666666666666,4.918746666666666
389,463.0,174762.66666666666,8.166666666666666,4.945658333333333
390,463.0,174762.66666666666,8.166666666666666,4.8906975
391,463.0,174762.66666666666,8.166666666666666,4.90567
392,463.0,174762.66666666666,8.166666666666666,4.937948333333334
393,463.0,174762.66666666666,8.166666666666666,4.946853333333333
394,463.0,174762.66666666666,8.166666666666666,4.934214166666666
395,463.0,174762.66666666666,8.166666666666666,4.900023333333333
396,463.0,174762.66666666666,8.166666666666666,4.9276100000000005
397,463.0,174762.66666666666,8.166666666666666,4.9052283333333335
398,463.0,174762.66666666666,8.166666666666666,4.934709166666667
399,463.0,174762.66666666666,8.166666666666666,4.9407749999999995
400,463.0,174762.66666666666,8.166666666666666,4.923068333333333
401,463.0,174762.66666666666,8.166666666666666,4.9427650000000005
402,463.0,174762.66666666666,8.166666666666666,4.9362
403,463.0,174762.66666666666,8.166666666666666,4.906320833333333
404,463.0,174762.66666666666,8.166666666666666,4.944023333333333
405,463.0,174762.66666666666,8.166666666666666,4.9294408333333335
406,463.0,174762.66666666666,8.166666666666666,4.925181666666666
407,463.0,174762.66666666666,8.166666666666666,4.906795
408,463.0,174762.66666666666,8.166666666666666,4.921731666666667
409,463.0,174762.66666666666,8.166666666666666,4.946589166666667
410,463.0,174762.66666666666,8.166666666666666,4.93545
411,463.0,174762.66666666666,8.166666666666666,4.943826666666667
412,463.0,174762.66666666666,8.166666666666666,4.938175833333333
413,463.0,174762.66666666666,8.166666666666666,4.957111666666667
414,463.0,174762.66666666666,8.166666666666666,4.9358241666666665
415,463.0,174762.66666666666,8.166666666666666,4.8953225
416,463.0,11184810.666666666,8.166666666666666,0.18948916666666668
417,463.0,11184810.666666666,8.166666666666666,0.18853
418,463.0,11184810.666666666,8.166666666666666,0.18999583333333334
419,463.0,11184810.666666666,8.166666666666666,0.19016666666666668
420,463.0,11184810.666666666,8.166666666666666,0.19041333333333332
421,463.0,11184810.666666666,8.166666666666666,0.18816999999999998
422,463.0,11184810.666666666,8.166666666666666,0.19048583333333333
423,463.0,11184810.666666666,8.166666666666666,0.19233583333333334
424,463.0,11184810.666666666,8.166666666666666,0.18788416666666666
425,463.0,11184810.666666666,8.166666666666666,0.188065
426,463.0,11184810.666666666,8.166666666666666,0.1874475
427,463.0,11184810.666666666,8.166666666666666,0.1890775
428,463.0,11184810.666666666,8.166666666666666,0.19064583333333332
429,463.0,11184810.666666666,8.166666666666666,0.19116916666666664
430,463.0,11184810.666666666,8.166666666666666,0.18760166666666667
431,463.0,11184810.666666666,8.166666666666666,0.18810083333333336
432,463.0,11184810.666666666,8.166666666666666,0.18848166666666666
433,463.0,11184810.666666666,8.166666666666666,0.1895225
434,463.0,11184810.666666666,8.166666666666666,0.19460833333333336
435,463.0,11184810.666666666,8.166666666666666,0.19218416666666668
436,463.0,11184810.666666666,8.166666666666666,0.188725
437,463.0,11184810.666666666,8.166666666666666,0.18955416666666666
438,463.0,11184810.666666666,8.166666666666666,0.18826416666666668
439,463.0,11184810.666666666,8.166666666666666,0.19097416666666667
440,463.0,11184810.666666666,8.166666666666666,0.18922916666666667
441,463.0,11184810.666666666,8.166666666666666,0.1903525
442,463.0,11184810.666666666,8.166666666666666,0.19112333333333334
443,463.0,11184810.666666666,8.166666666666666,0.18877
444,463.0,11184810.666666666,8.166666666666666,0.18986083333333334
445,463.0,11184810.666666666,8.166666666666666,0.189825
446,463.0,11184810.666666666,8.166666666666666,0.1881825
447,463.0,11184810.666666666,8.166666666666666,0.18854416666666665
448,463.0,1398101.3333333333,8.166666666666666,1.3795791666666668
449,463.0,1398101.3333333333,8.166666666666666,1.3739583333333334
450,463.0,1398101.3333333333,8.166666666666666,1.3882058333333334
451,463.0,1398101.3333333333,8.166666666666666,1.3776108333333335
452,463.0,1398101.3333333333,8.166666666666666,1.3738425
453,463.0,1398101.3333333333,8.166666666666666,1.3844158333333334
454,463.0,1398101.3333333333,8.166666666666666,1.3609358333333335
455,463.0,1398101.3333333333,8.166666666666666,1.39304
456,463.0,1398101.3333333333,8.166666666666666,1.3663983333333334
457,463.0,1398101.3333333333,8.166666666666666,1.3644425
458,463.0,1398101.3333333333,8.166666666666666,1.3850008333333335
459,463.0,1398101.3333333333,8.166666666666666,1.3458966666666665
460,463.0,1398101.3333333333,8.166666666666666,1.375375
461,463.0,1398101.3333333333,8.166666666666666,1.3635041666666667
462,463.0,1398101.3333333333,8.166666666666666,1.3836608333333331
463,463.0,1398101.3333333333,8.166666666666666,1.352805
464,463.0,1398101.3333333333,8.166666666666666,1.3779058333333334
465,463.0,1398101.3333333333,8.166666666666666,1.3640508333333334
466,463.0,1398101.3333333333,8.166666666666666,1.3657566666666667
467,463.0,1398101.3333333333,8.166666666666666,1.3575
468,463.0,1398101.3333333333,8.166666666666666,1.37475
469,463.0,1398101.3333333333,8.166666666666666,1.3716208333333333
