,Temperature (K),Volume (angstrom^3),C4 Number,W Number,C4 Loading Mean,C4 Loading STD,W Loading Mean,W Loading STD
0,453.0,45812984490.666664,8.75,1.3333333333333333,0.002042896015625,0.0001817516265353693,2.9164520833333333e-07,6.777263108523758e-07
1,453.0,23456248059221.332,8.75,1.3333333333333333,2.892103828125e-06,2.604033810015653e-06,0.0,0.0
2,453.0,187649984473770.66,8.75,1.3333333333333333,5.568585416666667e-07,1.1140727614334573e-06,0.0,0.0
3,453.0,9216.0,8.75,1.3333333333333333,8.698087760416666,0.01217494278027683,0.4769810520833333,0.06360427099115853
4,453.0,1.2009599006321322e+16,8.75,1.3333333333333333,0.0,0.0,0.0,0.0
5,453.0,1501199875790165.2,8.75,1.3333333333333333,3.676216145833333e-07,9.096456964668434e-07,0.0,0.0
6,453.0,2932031007402.6665,8.75,1.3333333333333333,2.9230313802083334e-05,7.74617685749041e-06,0.0,0.0
7,453.0,21845.333333333332,8.75,1.3333333333333333,8.66489140625,0.01533927611914137,0.27554532291666667,0.05213703666307925
8,453.0,715827882.6666666,8.75,1.3333333333333333,0.13649532812499998,0.011382338951312998,1.8205111979166668e-05,5.623171049133033e-06
9,453.0,366503875925.3333,8.75,1.3333333333333333,0.00025469821875,3.607754017761863e-05,0.0,0.0
10,453.0,1152.0,8.75,1.3333333333333333,8.731126302083332,0.00694298929144405,1.0283978385416668,0.053439242766358634
11,453.0,89478485.33333333,8.75,1.3333333333333333,1.398646484375,0.07205035692860115,0.00021300303125,2.3366690722650828e-05
12,453.0,5726623061.333333,8.75,1.3333333333333333,0.01583308776041667,0.001229028351802969,2.3617647916666664e-06,1.6510423256027076e-06
13,453.0,1398101.3333333333,8.75,1.3333333333333333,7.755287083333333,0.035408691002694635,0.010905225364583333,0.0021524195431623745
14,453.0,11184810.666666666,8.75,1.3333333333333333,5.763880208333333,0.07036078283407815,0.001955757578125,0.0001671698414301544
15,453.0,174762.66666666666,8.75,1.3333333333333333,8.446912239583334,0.026458803226173055,0.05811200963541666,0.012735191906287989
16,363.0,45812984490.666664,8.75,1.3333333333333333,0.3507141588541667,0.1075584548485446,1.0072946875e-06,1.6101692059786016e-06
17,363.0,23456248059221.332,8.75,1.3333333333333333,0.0002579086432291667,5.0010728567295426e-05,0.0,0.0
18,363.0,1.2009599006321322e+16,8.75,1.3333333333333333,6.214485416666667e-07,1.1363848949222362e-06,0.0,0.0
19,363.0,1501199875790165.2,8.75,1.3333333333333333,4.678767994791666e-06,2.8292276902978073e-06,0.0,0.0
20,363.0,187649984473770.66,8.75,1.3333333333333333,3.316899427083333e-05,9.359231103775214e-06,0.0,0.0
21,363.0,1398101.3333333333,8.75,1.3333333333333333,8.741156770833333,0.007886335381724272,0.0908808109375,0.044005550949900614
22,363.0,21845.333333333332,8.75,1.3333333333333333,8.749211979166667,0.0016273219755371003,1.0037800260416667,0.048089063495618284
23,363.0,11184810.666666666,8.75,1.3333333333333333,8.677500520833334,0.024989926610944627,0.007442268255208333,0.0065253135292643065
24,363.0,174762.66666666666,8.75,1.3333333333333333,8.749047135416667,0.0008320657269853763,0.4048844453125,0.06787412323955296
25,363.0,2932031007402.6665,8.75,1.3333333333333333,0.0019782393750000004,0.00047744588504767567,0.0,0.0
26,363.0,715827882.6666666,8.75,1.3333333333333333,7.9443021875,0.06420166862979691,0.00012066761354166667,3.998229095829733e-05
27,363.0,9216.0,8.75,1.3333333333333333,8.7498640625,0.00014287835826461045,1.1290681249999999,0.07945183318517185
28,363.0,366503875925.3333,8.75,1.3333333333333333,0.017156527864583333,0.0030849368569874926,2.2208809895833332e-07,5.875912621042159e-07
29,363.0,1152.0,8.75,1.3333333333333333,8.74996796875,0.00011922619024388014,1.2939425260416666,0.00821822313341976
30,363.0,89478485.33333333,8.75,1.3333333333333333,8.45338828125,0.04909198206818217,0.0008389831223958332,0.000699931314082956
31,363.0,5726623061.333333,8.75,1.3333333333333333,5.734328776041666,0.2678351367868966,2.5098715625000003e-05,1.2973129413827644e-05
32,373.0,45812984490.666664,8.75,1.3333333333333333,0.0882325984375,0.025595466202431204,7.19866875e-07,1.3173663043008545e-06
33,373.0,23456248059221.332,8.75,1.3333333333333333,0.00014031448177083335,1.7386018575831427e-05,0.0,0.0
34,373.0,21845.333333333332,8.75,1.3333333333333333,8.749214583333334,0.0015542406707134584,0.8051113932291667,0.08468538987820422
35,373.0,2932031007402.6665,8.75,1.3333333333333333,0.0011537036458333333,8.844107918006364e-05,6.252049479166666e-08,3.4809938284754173e-07
36,373.0,715827882.6666666,8.75,1.3333333333333333,7.3222771614583335,0.09918828054807775,0.00013732619557291665,5.575321681509303e-05
37,373.0,9216.0,8.75,1.3333333333333333,8.749745572916666,0.00032669154065986664,1.19992953125,0.05554786797711361
38,373.0,1152.0,8.75,1.3333333333333333,8.74992265625,0.00018065316455509594,1.29752640625,0.012031868022433865
39,373.0,89478485.33333333,8.75,1.3333333333333333,8.33197796875,0.05224383389235125,0.0010506053776041667,0.000893212231389668
40,373.0,187649984473770.66,8.75,1.3333333333333333,1.8588769921875e-05,8.208447875829192e-06,0.0,0.0
41,373.0,366503875925.3333,8.75,1.3333333333333333,0.009238413958333334,0.0013120517679717037,2.2187885416666665e-07,5.870395556642178e-07
42,373.0,1398101.3333333333,8.75,1.3333333333333333,8.733577864583333,0.006116618631089489,0.08012643932291666,0.03639316299701404
43,373.0,11184810.666666666,8.75,1.3333333333333333,8.611066666666666,0.03353694007846252,0.003420780286458333,0.001922478048373036
44,373.0,174762.66666666666,8.75,1.3333333333333333,8.74729453125,0.001553513895217539,0.2579418880208333,0.06874816427515591
45,373.0,5726623061.333333,8.75,1.3333333333333333,3.549812552083333,0.3047090783811184,1.9275945677083334e-05,1.795763227851966e-05
46,373.0,1501199875790165.2,8.75,1.3333333333333333,2.4105305989583334e-06,2.1415299323244665e-06,0.0,0.0
47,373.0,1.2009599006321322e+16,8.75,1.3333333333333333,2.0435307291666665e-07,6.353619432769028e-07,0.0,0.0
48,443.0,2932031007402.6665,8.75,1.3333333333333333,5.034205963541667e-05,1.1529664502351504e-05,0.0,0.0
49,443.0,9216.0,8.75,1.3333333333333333,8.717584375,0.01349779925959889,0.514624953125,0.05588808653402292
50,443.0,715827882.6666666,8.75,1.3333333333333333,0.2060365859375,0.01570636681210547,2.1468501822916668e-05,7.080583785876579e-06
51,443.0,21845.333333333332,8.75,1.3333333333333333,8.6936796875,0.01114994782652763,0.31525284895833333,0.05273222082876063
52,443.0,1398101.3333333333,8.75,1.3333333333333333,8.026114479166665,0.04252049746608628,0.012262708177083335,0.004080413142403398
53,443.0,174762.66666666666,8.75,1.3333333333333333,8.55008984375,0.01683248950215552,0.06071814427083334,0.02046907144868653
54,443.0,11184810.666666666,8.75,1.3333333333333333,6.553275182291667,0.07048581546864673,0.0023125365625,0.0003587583567207315
55,443.0,45812984490.666664,8.75,1.3333333333333333,0.0029881176302083336,0.0001838881256331585,3.522201302083333e-07,8.704891580774244e-07
56,443.0,23456248059221.332,8.75,1.3333333333333333,5.271477317708334e-06,3.954906526904983e-06,0.0,0.0
57,443.0,187649984473770.66,8.75,1.3333333333333333,5.513150520833333e-07,1.3429076696841865e-06,0.0,0.0
58,443.0,5726623061.333333,8.75,1.3333333333333333,0.023400987760416665,0.0022322276628880416,2.29873265625e-06,2.067017100546691e-06
59,443.0,366503875925.3333,8.75,1.3333333333333333,0.0003690875286458333,4.0258680735163876e-05,6.465e-08,3.5995596605696093e-07
60,443.0,89478485.33333333,8.75,1.3333333333333333,2.244911796875,0.14851655984539916,0.0002998597291666667,5.029405503604095e-05
61,443.0,1152.0,8.75,1.3333333333333333,8.737187760416667,0.009313661836634542,1.0930642708333336,0.04722212177724969
62,443.0,1501199875790165.2,8.75,1.3333333333333333,6.256106770833333e-08,3.483252832870544e-07,0.0,0.0
63,443.0,1.2009599006321322e+16,8.75,1.3333333333333333,6.324783854166667e-08,3.5214906145831886e-07,0.0,0.0
64,463.0,45812984490.666664,8.75,1.3333333333333333,0.0014423770052083332,0.0001311533367306535,1.1610622395833334e-07,4.4968364004587997e-07
65,463.0,23456248059221.332,8.75,1.3333333333333333,2.934237395833333e-06,2.3925896470709932e-06,0.0,0.0
66,463.0,187649984473770.66,8.75,1.3333333333333333,2.0678322916666667e-07,6.4293595653663e-07,0.0,0.0
67,463.0,2932031007402.6665,8.75,1.3333333333333333,2.2383141666666668e-05,5.72504635554339e-06,0.0,0.0
68,463.0,715827882.6666666,8.75,1.3333333333333333,0.09430073854166666,0.0064247577383050305,1.5917596796874997e-05,4.201890651738992e-06
69,463.0,1501199875790165.2,8.75,1.3333333333333333,6.657888020833333e-08,3.7069551654108744e-07,0.0,0.0
70,463.0,1.2009599006321322e+16,8.75,1.3333333333333333,0.0,0.0,0.0,0.0
71,463.0,1152.0,8.75,1.3333333333333333,8.716604947916666,0.012228350494374223,0.9832979947916667,0.06648898831032365
72,463.0,9216.0,8.75,1.3333333333333333,8.668753385416668,0.015263965011158362,0.43662308333333333,0.05503282680446926
73,463.0,366503875925.3333,8.75,1.3333333333333333,0.00017746490885416668,2.027737798941446e-05,0.0,0.0
74,463.0,89478485.33333333,8.75,1.3333333333333333,0.8913331953125001,0.04315533557558969,0.00017584130729166668,1.579665941458339e-05
75,463.0,21845.333333333332,8.75,1.3333333333333333,8.61745546875,0.016045630004091187,0.2632940729166667,0.030125598893970186
76,463.0,5726623061.333333,8.75,1.3333333333333333,0.011491282031250001,0.0009718254453338784,2.253331302083333e-06,1.623791278070572e-06
77,463.0,11184810.666666666,8.75,1.3333333333333333,4.844987213541666,0.08737491481865024,0.0019263468229166667,0.00024548013049290946
78,463.0,174762.66666666666,8.75,1.3333333333333333,8.313174010416667,0.028308295758363005,0.05921736875,0.01159263429678076
79,463.0,1398101.3333333333,8.75,1.3333333333333333,7.398573359375,0.05071446626390223,0.010376743020833332,0.0017729855246816281
80,353.0,1152.0,8.75,1.3333333333333333,8.749997916666667,7.216878364693256e-06,1.3100801302083334,0.0059913610699093385
81,353.0,1.2009599006321322e+16,8.75,1.3333333333333333,1.1588027083333332e-06,1.640079947955356e-06,0.0,0.0
82,353.0,1501199875790165.2,8.75,1.3333333333333333,7.700630104166666e-06,4.224696489274318e-06,0.0,0.0
83,353.0,715827882.6666666,8.75,1.3333333333333333,8.269033307291666,0.060542482622929814,0.00016707816015625,7.34813360033768e-05
84,353.0,23456248059221.332,8.75,1.3333333333333333,0.00046192869791666675,7.028710873634713e-05,0.0,0.0
85,353.0,2932031007402.6665,8.75,1.3333333333333333,0.0037247514062500003,0.0003433886615840562,0.0,0.0
86,353.0,187649984473770.66,8.75,1.3333333333333333,5.724456848958333e-05,1.60066244141942e-05,0.0,0.0
87,353.0,45812984490.666664,8.75,1.3333333333333333,1.8336037760416666,0.27968275073768667,2.225789609375e-06,2.440808674297765e-06
88,353.0,366503875925.3333,8.75,1.3333333333333333,0.03460007864583333,0.006462173911426646,5.688684895833334e-08,3.1673257034390253e-07
89,353.0,1398101.3333333333,8.75,1.3333333333333333,8.746494270833335,0.0033276771265544516,0.10716004453125,0.035711765582948383
90,353.0,174762.66666666666,8.75,1.3333333333333333,8.74941015625,0.001092518621073256,0.49823871875,0.06767096536223456
91,353.0,11184810.666666666,8.75,1.3333333333333333,8.717462760416668,0.016721263827674242,0.008296252161458333,0.00780314463355463
92,353.0,5726623061.333333,8.75,1.3333333333333333,7.064343307291667,0.10819227418727469,3.554808072916667e-05,3.091908065078687e-05
93,353.0,21845.333333333332,8.75,1.3333333333333333,8.74973125,0.0011842316132787537,0.8679854791666667,0.0908917754608392
94,353.0,89478485.33333333,8.75,1.3333333333333333,8.638286979166669,0.028231356229467926,0.0013099647786458334,0.0019045374234982863
95,353.0,9216.0,8.75,1.3333333333333333,8.749977083333333,6.766825737025422e-05,0.9848167135416668,0.057863018018270505
96,343.0,1398101.3333333333,8.75,1.3333333333333333,8.748687239583333,0.001515346816359178,0.22770492786458335,0.05084615405103495
97,343.0,174762.66666666666,8.75,1.3333333333333333,8.749712239583333,0.0006619428487118898,0.6411498854166666,0.07761755079622172
98,343.0,11184810.666666666,8.75,1.3333333333333333,8.740776822916667,0.007560968260389305,0.08862641901041665,0.03787182180451187
99,343.0,366503875925.3333,8.75,1.3333333333333333,0.49960607812499996,0.19341529813076014,2.828979166666667e-07,6.574003105112819e-07
100,343.0,5726623061.333333,8.75,1.3333333333333333,8.02475890625,0.07494690478684454,3.380291927083334e-05,1.9460377898882075e-05
101,343.0,1.2009599006321322e+16,8.75,1.3333333333333333,2.0953343229166665e-06,2.857749135852952e-06,0.0,0.0
102,343.0,1501199875790165.2,8.75,1.3333333333333333,1.3291650390625002e-05,7.591315994457579e-06,0.0,0.0
103,343.0,187649984473770.66,8.75,1.3333333333333333,0.00011491269401041668,1.886504580339622e-05,0.0,0.0
104,343.0,9216.0,8.75,1.3333333333333333,8.749990624999999,2.3913000590153546e-05,1.2404847135416666,0.03242609242824886
