,Temperature (K),Volume (angstrom^3),C4 Number,W Number,C4 Loading,W Loading
0,453.0,45812984490.666664,8.75,1.3333333333333333,0.0020077158333333335,0.0
1,453.0,45812984490.666664,8.75,1.3333333333333333,0.0020346500000000003,0.0
2,453.0,45812984490.666664,8.75,1.3333333333333333,0.002086645833333333,0.0
3,453.0,45812984490.666664,8.75,1.3333333333333333,0.001981273333333333,0.0
4,453.0,45812984490.666664,8.75,1.3333333333333333,0.0017962100000000001,1.8671624999999998e-06
5,453.0,45812984490.666664,8.75,1.3333333333333333,0.001950315,0.0
6,453.0,45812984490.666664,8.75,1.3333333333333333,0.0018818958333333333,0.0
7,453.0,45812984490.666664,8.75,1.3333333333333333,0.0018688283333333333,0.0
8,453.0,45812984490.666664,8.75,1.3333333333333333,0.0018733533333333333,0.0
9,453.0,45812984490.666664,8.75,1.3333333333333333,0.00171626,0.0
10,453.0,45812984490.666664,8.75,1.3333333333333333,0.001990323333333333,0.0
11,453.0,45812984490.666664,8.75,1.3333333333333333,0.0020957408333333333,0.0
12,453.0,45812984490.666664,8.75,1.3333333333333333,0.0022860308333333334,0.0
13,453.0,45812984490.666664,8.75,1.3333333333333333,0.0020928891666666667,0.0
14,453.0,45812984490.666664,8.75,1.3333333333333333,0.0019114766666666668,0.0
15,453.0,45812984490.666664,8.75,1.3333333333333333,0.0019404216666666666,0.0
16,453.0,45812984490.666664,8.75,1.3333333333333333,0.0023973808333333335,1.8729541666666665e-06
17,453.0,45812984490.666664,8.75,1.3333333333333333,0.001999865,0.0
18,453.0,45812984490.666664,8.75,1.3333333333333333,0.0018979849999999998,0.0
19,453.0,45812984490.666664,8.75,1.3333333333333333,0.0021705475000000003,0.0
20,453.0,45812984490.666664,8.75,1.3333333333333333,0.0020560875,0.0
21,453.0,45812984490.666664,8.75,1.3333333333333333,0.0020998466666666666,0.0
22,453.0,45812984490.666664,8.75,1.3333333333333333,0.002580415,0.0
23,453.0,45812984490.666664,8.75,1.3333333333333333,0.0021085691666666664,0.0
24,453.0,45812984490.666664,8.75,1.3333333333333333,0.0020362358333333333,1.85788e-06
25,453.0,45812984490.666664,8.75,1.3333333333333333,0.0019084108333333333,1.8618641666666665e-06
26,453.0,45812984490.666664,8.75,1.3333333333333333,0.0018746583333333333,1.8727858333333334e-06
27,453.0,45812984490.666664,8.75,1.3333333333333333,0.0018795725,0.0
28,453.0,45812984490.666664,8.75,1.3333333333333333,0.0023682350000000002,0.0
29,453.0,45812984490.666664,8.75,1.3333333333333333,0.0022326108333333332,0.0
30,453.0,45812984490.666664,8.75,1.3333333333333333,0.0020770183333333335,0.0
31,453.0,45812984490.666664,8.75,1.3333333333333333,0.0021712041666666665,0.0
32,453.0,23456248059221.332,8.75,1.3333333333333333,6.761874166666667e-06,0.0
33,453.0,23456248059221.332,8.75,1.3333333333333333,0.0,0.0
34,453.0,23456248059221.332,8.75,1.3333333333333333,2.2409266666666666e-06,0.0
35,453.0,23456248059221.332,8.75,1.3333333333333333,4.515488333333334e-06,0.0
36,453.0,23456248059221.332,8.75,1.3333333333333333,0.0,0.0
37,453.0,23456248059221.332,8.75,1.3333333333333333,0.0,0.0
38,453.0,23456248059221.332,8.75,1.3333333333333333,2.2508533333333332e-06,0.0
39,453.0,23456248059221.332,8.75,1.3333333333333333,4.514754166666667e-06,0.0
40,453.0,23456248059221.332,8.75,1.3333333333333333,0.0,0.0
41,453.0,23456248059221.332,8.75,1.3333333333333333,2.266525e-06,0.0
42,453.0,23456248059221.332,8.75,1.3333333333333333,4.504991666666667e-06,0.0
43,453.0,23456248059221.332,8.75,1.3333333333333333,0.0,0.0
44,453.0,23456248059221.332,8.75,1.3333333333333333,6.777823333333333e-06,0.0
45,453.0,23456248059221.332,8.75,1.3333333333333333,2.2660941666666666e-06,0.0
46,453.0,23456248059221.332,8.75,1.3333333333333333,6.800500833333334e-06,0.0
47,453.0,23456248059221.332,8.75,1.3333333333333333,4.519160833333333e-06,0.0
48,453.0,23456248059221.332,8.75,1.3333333333333333,0.0,0.0
49,453.0,23456248059221.332,8.75,1.3333333333333333,1.1304341666666666e-05,0.0
50,453.0,23456248059221.332,8.75,1.3333333333333333,2.241830833333333e-06,0.0
51,453.0,23456248059221.332,8.75,1.3333333333333333,4.5233316666666664e-06,0.0
52,453.0,23456248059221.332,8.75,1.3333333333333333,2.2673266666666664e-06,0.0
53,453.0,23456248059221.332,8.75,1.3333333333333333,4.515243333333334e-06,0.0
54,453.0,23456248059221.332,8.75,1.3333333333333333,2.2582333333333332e-06,0.0
55,453.0,23456248059221.332,8.75,1.3333333333333333,2.260806666666667e-06,0.0
56,453.0,23456248059221.332,8.75,1.3333333333333333,0.0,0.0
57,453.0,23456248059221.332,8.75,1.3333333333333333,2.256949166666667e-06,0.0
