,Temperature (K),Volume (angstrom^3),C5 Number,E Number,C5 Loading,E Loading
112,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,0.0,0.0
113,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,0.0,0.0
114,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,0.0,0.0
115,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,0.0,0.0
116,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,0.0,3.35251e-06
117,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,0.0,0.0
118,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,0.0,0.0
119,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,0.0,0.0
120,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,0.0,0.0
121,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,0.0,0.0
122,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,0.0,0.0
123,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,3.351161666666667e-06,0.0
124,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,0.0,0.0
125,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,0.0,0.0
126,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,0.0,0.0
127,463.0,187649984473770.66,3.4166666666666665,8.166666666666666,0.0,0.0
128,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3961916666666667,6.232679999999999
129,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3866158333333334,6.06932
130,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3970716666666667,6.137760833333334
131,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3879141666666666,6.17303
132,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3910358333333335,6.1620558333333335
133,463.0,9216.0,3.4166666666666665,8.166666666666666,3.388404166666667,6.260190833333334
134,463.0,9216.0,3.4166666666666665,8.166666666666666,3.389818333333333,6.255555833333333
135,463.0,9216.0,3.4166666666666665,8.166666666666666,3.397425833333333,6.1487725
136,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3962741666666667,6.262869166666667
137,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3959941666666666,6.144636666666667
138,463.0,9216.0,3.4166666666666665,8.166666666666666,3.39368,6.1253925
139,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3983741666666667,6.1173408333333334
140,463.0,9216.0,3.4166666666666665,8.166666666666666,3.4001633333333334,6.224263333333333
141,463.0,9216.0,3.4166666666666665,8.166666666666666,3.39995,6.1831025
142,463.0,9216.0,3.4166666666666665,8.166666666666666,3.402484166666667,6.110142499999999
143,463.0,9216.0,3.4166666666666665,8.166666666666666,3.4007525,5.999023333333334
144,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3897066666666666,6.136229166666666
145,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3916799999999996,6.207174166666667
146,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3906275000000003,6.174696666666667
147,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3833141666666666,6.221721666666666
148,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3956466666666665,6.143350833333333
149,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3962325,6.0998866666666665
150,463.0,9216.0,3.4166666666666665,8.166666666666666,3.396516666666667,6.162235833333334
151,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3981491666666668,6.219415833333334
152,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3890366666666663,6.152375833333333
153,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3953558333333334,6.174689999999999
154,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3834583333333335,6.136525
155,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3765666666666667,6.0645825
156,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3915141666666666,6.262889166666667
157,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3907591666666668,6.133299166666667
158,463.0,9216.0,3.4166666666666665,8.166666666666666,3.384990833333333,6.195035833333333
159,463.0,9216.0,3.4166666666666665,8.166666666666666,3.3938916666666668,6.22745
160,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020635483333333333,0.00029933241666666664
161,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020977625,0.00039361083333333335
162,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.02033745,0.0003688403333333334
163,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020596941666666667,0.00036681991666666667
164,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020364175,0.000393788
165,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020543891666666664,0.0003597300833333333
166,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020424516666666667,0.00037313433333333333
167,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020721041666666665,0.0003626234166666667
168,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.02095538333333333,0.00036511925
169,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020828741666666668,0.00038129958333333333
170,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020417108333333333,0.00038294874999999996
171,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020863933333333334,0.0003876159166666667
172,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020128083333333335,0.00033427908333333333
173,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020915858333333332,0.0003382398333333333
174,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020300583333333334,0.0004221215833333333
175,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.0217704,0.00034729075
176,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.02098595,0.0003740884166666667
177,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.021363233333333332,0.00040078008333333334
178,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.019606633333333335,0.0003979585
179,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020605500000000002,0.00040435141666666667
180,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.022700441666666668,0.00035288875
181,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.021240983333333335,0.0004148709166666667
182,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020742033333333333,0.000369325
183,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.021188475,0.0004076275
184,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.019888516666666665,0.0004237668333333333
185,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.021710641666666666,0.00037562366666666665
186,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.021371808333333336,0.00034470658333333337
187,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020221674999999998,0.00033753925
188,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.02167216666666667,0.00035319433333333335
189,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020817525,0.0003834324166666667
190,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.020585575,0.00035481816666666665
191,463.0,5726623061.333333,3.4166666666666665,8.166666666666666,0.02186324166666667,0.0003388535833333333
192,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.3033283333333334,1.3100475
193,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.2932550000000003,1.3400441666666667
194,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.2989308333333334,1.324865
195,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.29697,1.3222083333333334
196,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.2916258333333333,1.3528200000000001
197,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.3035591666666666,1.3109716666666666
198,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.293231666666667,1.3737608333333335
199,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.3039958333333335,1.3384708333333333
200,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.2999875000000003,1.3742691666666669
201,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.2950533333333336,1.3205866666666666
202,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.297848333333333,1.3358933333333332
203,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.2938891666666668,1.3689183333333332
204,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.303065,1.3238766666666668
205,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.2955433333333333,1.3268925
206,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.2963525,1.3948475
207,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.2970225,1.35759
208,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.2865408333333335,1.3124691666666666
209,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.2913083333333333,1.3055616666666667
210,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.299193333333333,1.3229766666666667
211,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.301614166666667,1.3239041666666667
212,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.304448333333333,1.2917583333333333
213,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.2973416666666666,1.3394241666666666
214,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.3018258333333335,1.3616233333333332
215,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.2982033333333334,1.3303216666666666
216,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.297451666666667,1.359015
217,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.29035,1.3268858333333333
218,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.2974975,1.3243916666666666
219,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.2988049999999998,1.3357691666666665
220,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.29983,1.3850266666666666
221,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.302766666666667,1.3203141666666667
222,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.29983,1.40522
223,463.0,1398101.3333333333,3.4166666666666665,8.166666666666666,3.30021,1.3348033333333333
224,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3820316666666668,3.847039166666667
225,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3870983333333338,3.746015
226,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3814941666666667,3.6886125
227,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3868825,3.7938108333333336
228,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3839883333333334,3.746725833333333
229,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3861716666666664,3.745036666666667
230,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3832583333333335,3.7740449999999996
231,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.38235,3.696823333333333
232,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3819125,3.7763775
233,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3821675,3.7539491666666667
234,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3847733333333334,3.8091841666666664
235,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.380224166666667,3.8340658333333333
236,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.38392,3.7818458333333336
237,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3867100000000003,3.7782808333333335
238,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3804575,3.7280175
239,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3872316666666666,3.767354166666667
240,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3851275,3.7778658333333333
241,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3861875,3.7852041666666665
242,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3851333333333335,3.7776058333333338
243,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.386035,3.768686666666667
244,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.383595833333333,3.7383925
245,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3842891666666666,3.7925975
246,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.386629166666667,3.7853575
247,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3839158333333335,3.7234966666666662
248,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3835775,3.7876675
249,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.384744166666667,3.7435008333333335
250,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3816808333333337,3.751320833333333
251,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3891625,3.7646158333333335
252,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3844766666666666,3.764825
253,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.386668333333333,3.8239941666666666
254,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.3839366666666666,3.6533141666666666
255,463.0,174762.66666666666,3.4166666666666665,8.166666666666666,3.379201666666667,3.7831841666666666
256,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7973475000000003,0.24043833333333334
257,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.766178333333333,0.21660758333333333
258,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7692558333333337,0.22240608333333334
259,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7831058333333334,0.22525658333333332
260,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.791933333333333,0.23271166666666665
261,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7695341666666664,0.22915441666666667
262,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.8045166666666668,0.24142325
263,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7733141666666667,0.22501516666666666
264,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7636366666666667,0.23987650000000002
265,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7694908333333337,0.21624341666666666
266,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7841025,0.2278955
267,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7673858333333334,0.22796583333333334
268,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7672775,0.22413799999999998
269,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.750503333333333,0.2284580833333333
270,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.755043333333333,0.2368545
271,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7940025,0.22971708333333332
272,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7908283333333332,0.226069
273,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7819191666666665,0.22625808333333333
274,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.8146241666666665,0.2416033333333333
275,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7681391666666664,0.23944058333333332
276,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7498158333333333,0.23771433333333333
277,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.763295,0.22111041666666667
278,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7645175,0.22748758333333333
279,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7875408333333334,0.22938475
280,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7903258333333336,0.23325808333333334
281,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7844608333333336,0.22916024999999998
282,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7805966666666664,0.21313258333333332
283,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.801229166666667,0.233992
284,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7986074999999997,0.232869
285,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.754113333333333,0.23293108333333334
286,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.7755233333333336,0.22253333333333333
287,463.0,11184810.666666666,3.4166666666666665,8.166666666666666,2.763196666666667,0.2191765
288,463.0,1501199875790165.2,3.4166666666666665,8.166666666666666,0.0,0.0
289,463.0,1501199875790165.2,3.4166666666666665,8.166666666666666,0.0,0.0
290,463.0,1501199875790165.2,3.4166666666666665,8.166666666666666,0.0,0.0
291,463.0,1501199875790165.2,3.4166666666666665,8.166666666666666,0.0,0.0
292,463.0,1501199875790165.2,3.4166666666666665,8.166666666666666,0.0,0.0
293,463.0,1501199875790165.2,3.4166666666666665,8.166666666666666,0.0,0.0
294,463.0,1501199875790165.2,3.4166666666666665,8.166666666666666,0.0,0.0
295,463.0,1501199875790165.2,3.4166666666666665,8.166666666666666,0.0,0.0
296,463.0,1501199875790165.2,3.4166666666666665,8.166666666666666,0.0,0.0
297,463.0,1501199875790165.2,3.4166666666666665,8.166666666666666,0.0,0.0
298,463.0,1501199875790165.2,3.4166666666666665,8.166666666666666,0.0,0.0
299,463.0,1501199875790165.2,3.4166666666666665,8.166666666666666,3.2895166666666667e-06,0.0
300,463.0,1501199875790165.2,3.4166666666666665,8.166666666666666,0.0,0.0
301,463.0,1501199875790165.2,3.4166666666666665,8.166666666666666,0.0,0.0
