,Temperature (K),Volume (angstrom^3),C5 Number,W Number,C5 Loading,W Loading
0,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.2998484166666667,0.0
1,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.23267858333333333,0.0
2,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.2776195833333333,0.0
3,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.2517380833333333,0.0
4,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.25481016666666667,0.0
5,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.24154816666666667,1.6756141666666668e-06
6,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.23291275,1.69449e-06
7,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.19258275,0.0
8,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.16473075,0.0
9,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.23493608333333335,0.0
10,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.229062,0.0
11,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.3824418333333333,0.0
12,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.32690308333333334,0.0
13,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.28155425,1.6717491666666667e-06
14,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.28231158333333334,0.0
15,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.16807225,0.0
16,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.22512758333333335,0.0
17,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.21247983333333334,0.0
18,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.26728508333333334,0.0
19,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.27086974999999996,0.0
20,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.1560285,0.0
21,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.2960756666666667,0.0
22,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.1863965,0.0
23,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.2908505,0.0
24,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.32683358333333334,0.0
25,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.23871983333333333,0.0
26,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.23077,0.0
27,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.26539016666666665,0.0
28,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.36178466666666664,1.6938358333333334e-06
29,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.24883966666666668,0.0
30,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.25750175000000003,0.0
31,393.0,45812984490.666664,7.916666666666667,0.9166666666666666,0.32289775,3.35602e-06
32,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8343349999999999
33,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8460241666666667
34,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8483266666666666
35,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8650108333333333
36,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8659858333333333
37,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8602449999999999
38,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.86124
39,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8678491666666667
40,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8847316666666667
41,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8651266666666667
42,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8671408333333334
43,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8515725000000001
44,393.0,1152.0,7.916666666666667,0.9166666666666666,7.9166558333333334,0.8143464166666666
45,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8597366666666666
46,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8456483333333332
47,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916645,0.8761533333333333
48,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8664025
49,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8030124166666667
50,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8543083333333333
51,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8703741666666667
52,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8790625
53,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8711008333333333
54,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8489625
55,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8556516666666667
56,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916645833333334,0.8757766666666668
57,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8774758333333333
58,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916648333333334,0.8441366666666666
59,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.840595
60,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8773650000000001
61,393.0,1152.0,7.916666666666667,0.9166666666666666,7.916666666666667,0.8659291666666666
